type,address,number,postal_code,municipality,province,location,public,available,hours,full_address,lat,lon
,TRAGEL,60.0,9308.0,HofstadeO.-Vl.),Oost-Vlaanderen,,,,,"60.0 TRAGEL, HofstadeO.-Vl.), Oost-Vlaanderen, Belgium 9308",50.9534836,4.0368929
,TRAGEL ,60.0,9308.0,HofstadeO.-Vl.),Oost-Vlaanderen,,,,,"60.0 TRAGEL , HofstadeO.-Vl.), Oost-Vlaanderen, Belgium 9308",50.9534836,4.0368929
,KATELIJNESTRAAT,,9308.0,HofstadeO.-Vl.),Oost-Vlaanderen,,,,," KATELIJNESTRAAT, HofstadeO.-Vl.), Oost-Vlaanderen, Belgium 9308",50.9692488,4.0414217
,KARNEMELKSTRAAT,,9060.0,Zelzate,Oost-Vlaanderen,,,,," KARNEMELKSTRAAT, Zelzate, Oost-Vlaanderen, Belgium 9060",51.2096472,3.8097881
,BRAAMTWEG/HULSDONK ,,9042.0,Desteldonk,Oost-Vlaanderen,,,,," BRAAMTWEG/HULSDONK , Desteldonk, Oost-Vlaanderen, Belgium 9042",51.1313463,3.7934721
,RUE DES FABRIQUES,8.0,6220.0,Fleurus,Hainaut,,,,,"8.0 RUE DES FABRIQUES, Fleurus, Hainaut, Belgium 6220",50.463342,4.5268114
,FRATERSPLEIN ,9.0,9000.0,Gent,Oost-Vlaanderen,,,,,"9.0 FRATERSPLEIN , Gent, Oost-Vlaanderen, Belgium 9000",51.0617346,3.7239372
,BEROUW ,97.0,9000.0,Gent,Oost-Vlaanderen,,,,,"97.0 BEROUW , Gent, Oost-Vlaanderen, Belgium 9000",51.0644918,3.7255768
,INDUSTRIESTRAAT ,7.0,3590.0,Diepenbeek,Limburg,,,,,"7.0 INDUSTRIESTRAAT , Diepenbeek, Limburg, Belgium 3590",50.90824569999999,5.406091099999999
,molenstraat ,56.0,2460.0,Lichtaart,Antwerpen,,,,,"56.0 molenstraat , Lichtaart, Antwerpen, Belgium 2460",51.2354232,4.9201135
,LILSEDIJK ,19.0,2340.0,Beerse,Antwerpen,,,,,"19.0 LILSEDIJK , Beerse, Antwerpen, Belgium 2340",51.3000202,4.8392918
,STEENBAKKERSDAM ,,2340.0,Beerse,Antwerpen,,,,," STEENBAKKERSDAM , Beerse, Antwerpen, Belgium 2340",51.3303424,4.8773187
,KLEINE PATHOEKWEG,,8000.0,Brugge,West-Vlaanderen,,,,," KLEINE PATHOEKWEG, Brugge, West-Vlaanderen, Belgium 8000",51.2474839,3.2096493
,HULSDONK ,20.0,9000.0,Gent,Oost-Vlaanderen,,,,,"20.0 HULSDONK , Gent, Oost-Vlaanderen, Belgium 9000",51.1298726,3.7918715
,LODEWIJK DE RAETLAAN,9.0,8870.0,Izegem,West-Vlaanderen,,,,,"9.0 LODEWIJK DE RAETLAAN, Izegem, West-Vlaanderen, Belgium 8870",50.9291525,3.2018227
Appareil fixe-Vast apparaat,Steenweg naar As,2.0,3630.0,Maasmechelen,Limburg,"Deze machine is verplaatst. Eerst hing deze in de cafetaria van het kantoorgebouw. Maar omdat er geen bediendes meer aanwezig zijn, is deze verplaatst. Er staat naast het kantoorgebouw een grote hal met daarin een klein kantoortje. Als je de hal binnen gaat, is dat de eerste deur rechts. De deur van de hal en die van het kantoortje zijn nooit gesloten. Die hal bevindt zich tussen het kantoorgebouw en de weegbrug in.",Non-Nee,Non-Nee,Op weekdagen tussen 6 en 16:30 uur.,"2.0 Steenweg naar As, Maasmechelen, Limburg, Belgium 3630",50.9941216,5.619793
,VILVOORDSESTEENWEG ,218.0,1120.0,Brussel,Bruxelles-Brussel,,,,,"218.0 VILVOORDSESTEENWEG , Brussel, Bruxelles-Brussel, Belgium 1120",50.8941631,4.3982083
,LEEUWERIKWEG ,7.0,3300.0,Tienen,Vlaams-Brabant,,,,,"7.0 LEEUWERIKWEG , Tienen, Vlaams-Brabant, Belgium 3300",50.7954183,4.952291
,ZONING DU MAGENOT,,6740.0,Etalle,Luxembourg,,,,," ZONING DU MAGENOT, Etalle, Luxembourg, Belgium 6740",49.6675107,5.5706208
,rue de l avenir,22.0,4460.0,Grâce-Hollogne,Liège,,,,,"22.0 rue de l avenir, Grâce-Hollogne, Liège, Belgium 4460",50.6516416,5.4929444
,RUE DE PRE WIGY,,4040.0,Herstal,Liège,,,,," RUE DE PRE WIGY, Herstal, Liège, Belgium 4040",50.6800781,5.642173
,ZONING INDUSTRIEL,,6040.0,JumetCharleroi),Hainaut,,,,," ZONING INDUSTRIEL, JumetCharleroi), Hainaut, Belgium 6040",50.45302,4.4554108
,RUE DE LA BASSE SAMBRE,8.0,5140.0,Sombreffe,Namur,,,,,"8.0 RUE DE LA BASSE SAMBRE, Sombreffe, Namur, Belgium 5140",50.493121,4.5930442
,AVENUE DU DOMAINE ,29.0,1190.0,Bruxelles,Bruxelles-Brussel,,,,,"29.0 AVENUE DU DOMAINE , Bruxelles, Bruxelles-Brussel, Belgium 1190",50.8102667,4.3290051
,RUE WICOURT ,2.0,6600.0,Bastogne,Luxembourg,,,,,"2.0 RUE WICOURT , Bastogne, Luxembourg, Belgium 6600",50.0991904,5.7770247
,RUE NOUVELLE,28.0,6760.0,Ethe,Luxembourg,,,,,"28.0 RUE NOUVELLE, Ethe, Luxembourg, Belgium 6760",49.5803011,5.5872508
,RUE DU BOUSTIAU,,7601.0,Roucourt,Hainaut,,,,," RUE DU BOUSTIAU, Roucourt, Hainaut, Belgium 7601",50.5229673,3.5869805
,RUE DES DOMINICAINS,9.0,7000.0,Mons,Hainaut,,,,,"9.0 RUE DES DOMINICAINS, Mons, Hainaut, Belgium 7000",50.4571121,3.9504421
,PLACE DE LA TANNERIE ,1.0,6840.0,Neufchâteau,Luxembourg,,,,,"1.0 PLACE DE LA TANNERIE , Neufchâteau, Luxembourg, Belgium 6840",49.9123665,5.1208399
,SQUARE ALBERT 1ER ,1.0,6700.0,Arlon,Luxembourg,,,,,"1.0 SQUARE ALBERT 1ER , Arlon, Luxembourg, Belgium 6700",49.682917,5.8105488
,RUE HAUTE ,,5332.0,Crupet,Namur,,,,," RUE HAUTE , Crupet, Namur, Belgium 5332",50.34824,4.96036
,PLACE DE LA VINGEANNE ,1.0,5100.0,Dave,Namur,,,,,"1.0 PLACE DE LA VINGEANNE , Dave, Namur, Belgium 5100",50.4143728,4.887783499999999
,ROUTE D AWENNE ,2.0,6870.0,Saint-Hubert,Luxembourg,,,,,"2.0 ROUTE D AWENNE , Saint-Hubert, Luxembourg, Belgium 6870",50.0742236,5.3066608
,RUE DU CARMEL ,1.0,6900.0,Marche-en-Famenne,Luxembourg,,,,,"1.0 RUE DU CARMEL , Marche-en-Famenne, Luxembourg, Belgium 6900",50.1988623,5.3103986
,RUE CAPITAINE LEKEUX ,14.0,6698.0,Grand-Halleux,Luxembourg,,,,,"14.0 RUE CAPITAINE LEKEUX , Grand-Halleux, Luxembourg, Belgium 6698",50.32289,5.9092982
,DINEZ ,1.0,6660.0,Houffalize,Luxembourg,,,,,"1.0 DINEZ , Houffalize, Luxembourg, Belgium 6660",50.17194,5.773569999999999
,AVENUE DES BOULEAUX ,,7500.0,Tournai,Hainaut,,,,," AVENUE DES BOULEAUX , Tournai, Hainaut, Belgium 7500",50.60793,3.3716657
,PLACE DE ROUCOURT ,11.0,7601.0,Roucourt,Hainaut,,,,,"11.0 PLACE DE ROUCOURT , Roucourt, Hainaut, Belgium 7601",50.5281716,3.5854642
,AVENUE DES ARTS ,9.0,1210.0,Bruxelles,Bruxelles-Brussel,,,,,"9.0 AVENUE DES ARTS , Bruxelles, Bruxelles-Brussel, Belgium 1210",50.8495818,4.3690658
,Franz Courtensstraat ,11.0,9200.0,Dendermonde,Oost-Vlaanderen,,,,,"11.0 Franz Courtensstraat , Dendermonde, Oost-Vlaanderen, Belgium 9200",51.0320992,4.1005486
,RUE PARFAIT ,14.0,7760.0,CellesHt.),Hainaut,,,,,"14.0 RUE PARFAIT , CellesHt.), Hainaut, Belgium 7760",50.7100061,3.4602939
,RUE DE LA GRUENNERIE,1.0,7760.0,CellesHt.),Hainaut,,,,,"1.0 RUE DE LA GRUENNERIE, CellesHt.), Hainaut, Belgium 7760",50.7397117,3.4452631
Appareil fixe-Vast apparaat,Rue de Courtrai,63.0,7700.0,mouscron,Hainaut,Atrium du Centre Administratif,Oui-Ja,Non-Nee,8h00-12h00 / 13h30-17h00,"63.0 Rue de Courtrai, mouscron, Hainaut, Belgium 7700",50.7453241,3.2175312
,RUE DE LA REGENCE ,,1000.0,Brussel,Bruxelles-Brussel,,,,," RUE DE LA REGENCE , Brussel, Bruxelles-Brussel, Belgium 1000",50.8399348,4.3562587
,KWALESTRAAT ,154.0,9320.0,Aalst,Oost-Vlaanderen,,,,,"154.0 KWALESTRAAT , Aalst, Oost-Vlaanderen, Belgium 9320",50.928299,4.014838
,SCHOPDRIESWEG,17.0,3520.0,Zonhoven,Limburg,,,,,"17.0 SCHOPDRIESWEG, Zonhoven, Limburg, Belgium 3520",50.9949482,5.3443193
,KLÖCKNERSTRAAT ,1.0,3930.0,Hamont-Achel,Limburg,,,,,"1.0 KLÖCKNERSTRAAT , Hamont-Achel, Limburg, Belgium 3930",51.246237,5.522046
,,,3910.0,Neerpelt,Limburg,,,,," None, Neerpelt, Limburg, Belgium 3910",51.252553,5.434349699999999
,VORSELAARSELAAN,56.0,2200.0,Herentals,Antwerpen,,,,,"56.0 VORSELAARSELAAN, Herentals, Antwerpen, Belgium 2200",51.1896143,4.8264628
,MARKGRAVENSTRAAT ,93.0,2200.0,Herentals,Antwerpen,,,,,"93.0 MARKGRAVENSTRAAT , Herentals, Antwerpen, Belgium 2200",51.1776414,4.8228722
,LIERSEBAAN ,12.0,2240.0,Zandhoven,Antwerpen,,,,,"12.0 LIERSEBAAN , Zandhoven, Antwerpen, Belgium 2240",51.1977918,4.6422725
,VOETBALSTRAAT,,2240.0,Zandhoven,Antwerpen,,,,," VOETBALSTRAAT, Zandhoven, Antwerpen, Belgium 2240",51.2174974,4.6502817
,PRIJSTRAAT ,68.0,2460.0,Tielen,Antwerpen,,,,,"68.0 PRIJSTRAAT , Tielen, Antwerpen, Belgium 2460",51.2540595,4.8933998
,DUINENEIND ,15.0,2460.0,Kasterlee,Antwerpen,,,,,"15.0 DUINENEIND , Kasterlee, Antwerpen, Belgium 2460",51.2369004,4.9738056
,MARKT ,1.0,2460.0,Kasterlee,Antwerpen,,,,,"1.0 MARKT , Kasterlee, Antwerpen, Belgium 2460",51.2405399,4.966961
,TIELENDORP ,31.0,2460.0,Tielen,Antwerpen,,,,,"31.0 TIELENDORP , Tielen, Antwerpen, Belgium 2460",51.2399055,4.9001023
,SCHOOLSTRAAT10,10.0,3945.0,Ham,Limburg,,,,,"10.0 SCHOOLSTRAAT10, Ham, Limburg, Belgium 3945",51.0966039,5.173032900000001
,SPORTLAAN,,3945.0,Ham,Limburg,,,,," SPORTLAAN, Ham, Limburg, Belgium 3945",51.0987635,5.1493314
,DORPSSTRAAT,,3945.0,Ham,Limburg,,,,," DORPSSTRAAT, Ham, Limburg, Belgium 3945",51.101579,5.1474037
,MARTELAARSLAAN ,17.0,9000.0,Gent,Oost-Vlaanderen,,,,,"17.0 MARTELAARSLAAN , Gent, Oost-Vlaanderen, Belgium 9000",51.0473962,3.710561
,LUIPEGEM ,,2880.0,Bornem,Antwerpen,,,,," LUIPEGEM , Bornem, Antwerpen, Belgium 2880",51.0917625,4.2053147
,KLEIN MECHELEN ,22.0,2880.0,Bornem,Antwerpen,,,,,"22.0 KLEIN MECHELEN , Bornem, Antwerpen, Belgium 2880",51.0885392,4.2675025
,LIEZELE-DORP ,51.0,2870.0,Puurs,Antwerpen,,,,,"51.0 LIEZELE-DORP , Puurs, Antwerpen, Belgium 2870",51.06082,4.28023
,DURPRESTRAAT ,,1090.0,Brussel,Bruxelles-Brussel,,,,," DURPRESTRAAT , Brussel, Bruxelles-Brussel, Belgium 1090",50.8747739,4.3314996
,LAARBEEKLAAN,101.0,1090.0,Brussel,Bruxelles-Brussel,,,,,"101.0 LAARBEEKLAAN, Brussel, Bruxelles-Brussel, Belgium 1090",50.8857069,4.3140194
,LAARBEEKLAAN ,101.0,1090.0,Brussel,Bruxelles-Brussel,,,,,"101.0 LAARBEEKLAAN , Brussel, Bruxelles-Brussel, Belgium 1090",50.8857069,4.3140194
,LAARBEEKLAAN ,103.0,1090.0,Brussel,Bruxelles-Brussel,,,,,"103.0 LAARBEEKLAAN , Brussel, Bruxelles-Brussel, Belgium 1090",50.8857069,4.3140194
,DOORNPARK ,57.0,9120.0,Beveren-Waas,Oost-Vlaanderen,,,,,"57.0 DOORNPARK , Beveren-Waas, Oost-Vlaanderen, Belgium 9120",51.1992307,4.2180223
,BEERSEBAAN ,71.0,2310.0,Rijkevorsel,Antwerpen,,,,,"71.0 BEERSEBAAN , Rijkevorsel, Antwerpen, Belgium 2310",51.3408897,4.7861645
,LEUVENSESTEENWEG,254.0,3390.0,Sint-Joris-Winge,Vlaams-Brabant,,,,,"254.0 LEUVENSESTEENWEG, Sint-Joris-Winge, Vlaams-Brabant, Belgium 3390",50.9097342,4.8848485
,DORPSTRAAT,542.0,3061.0,Leefdaal,Vlaams-Brabant,,,,,"542.0 DORPSTRAAT, Leefdaal, Vlaams-Brabant, Belgium 3061",50.8509403,4.5990612
,rue du péquet,54.0,5590.0,Achêne,Namur,,,,,"54.0 rue du péquet, Achêne, Namur, Belgium 5590",50.2632082,5.0622595
,Boterstraat,23.0,2811.0,Hombeek,Antwerpen,,,,,"23.0 Boterstraat, Hombeek, Antwerpen, Belgium 2811",51.0058175,4.4239002
,ROERDOMPSTRAAT ,6.0,3945.0,Ham,Limburg,,,,,"6.0 ROERDOMPSTRAAT , Ham, Limburg, Belgium 3945",51.1044728,5.148449
,OOSTROZEBEKESTRAAT ,4.0,8770.0,Ingelmunster,West-Vlaanderen,,,,,"4.0 OOSTROZEBEKESTRAAT , Ingelmunster, West-Vlaanderen, Belgium 8770",50.9184577,3.2709899
,BOSSTRAAT ,1.0,3060.0,Bertem,Vlaams-Brabant,,,,,"1.0 BOSSTRAAT , Bertem, Vlaams-Brabant, Belgium 3060",50.8778052,4.6271934
,WAREGEMSTRAAT ,148.0,9870.0,Zulte,Oost-Vlaanderen,,,,,"148.0 WAREGEMSTRAAT , Zulte, Oost-Vlaanderen, Belgium 9870",50.90668,3.44939
,BERGENSESTEENWEG ,341.0,1600.0,Sint-Pieters-Leeuw,Vlaams-Brabant,,,,,"341.0 BERGENSESTEENWEG , Sint-Pieters-Leeuw, Vlaams-Brabant, Belgium 1600",50.7802092,4.2728819
,COPERNICUSLAAN ,50.0,2018.0,Antwerpen,Antwerpen,,,,,"50.0 COPERNICUSLAAN , Antwerpen, Antwerpen, Belgium 2018",51.2140158,4.42386
,ANDREAS VESALIUSSTRAAT ,13.0,3000.0,Leuven,Vlaams-Brabant,,,,,"13.0 ANDREAS VESALIUSSTRAAT , Leuven, Vlaams-Brabant, Belgium 3000",50.8739579,4.7061123
,KASTEELPARK ARENBERG ,10.0,3001.0,Heverlee,Vlaams-Brabant,,,,,"10.0 KASTEELPARK ARENBERG , Heverlee, Vlaams-Brabant, Belgium 3001",50.8628336,4.6842497
,CELESTIJNENLAAN ,200.0,3001.0,Heverlee,Vlaams-Brabant,,,,,"200.0 CELESTIJNENLAAN , Heverlee, Vlaams-Brabant, Belgium 3001",50.8645297,4.6807699
,KONING LEOPOLD III STRAAT,50.0,8200.0,Sint-Andries,West-Vlaanderen,,,,,"50.0 KONING LEOPOLD III STRAAT, Sint-Andries, West-Vlaanderen, Belgium 8200",51.1972024,3.1794755
,RIJSELSTRAAT ,,8200.0,Sint-Michiels,West-Vlaanderen,,,,," RIJSELSTRAAT , Sint-Michiels, West-Vlaanderen, Belgium 8200",51.1830145,3.2094874
,MAGDALENASTRAAT ,30.0,8200.0,Sint-Andries,West-Vlaanderen,,,,,"30.0 MAGDALENASTRAAT , Sint-Andries, West-Vlaanderen, Belgium 8200",51.2009307,3.2080207
,KANAALWEG ,112.0,3980.0,Tessenderlo,Limburg,,,,,"112.0 KANAALWEG , Tessenderlo, Limburg, Belgium 3980",51.0751694,5.1546684
,SINT ANTONIUSWEG ,,9130.0,,Oost-Vlaanderen,,,,," SINT ANTONIUSWEG , None, Oost-Vlaanderen, Belgium 9130",51.2927933,4.2493092
,ZEEDIJK 832B ,9.0,8300.0,Knokke-Heist,West-Vlaanderen,,,,,"9.0 ZEEDIJK 832B , Knokke-Heist, West-Vlaanderen, Belgium 8300",51.3399263,3.2296555
,KEMPISCHE STEENWEG ,,3500.0,Hasselt,Limburg,,,,," KEMPISCHE STEENWEG , Hasselt, Limburg, Belgium 3500",50.9528031,5.3490447
,SCHUURHOVEN r),2.0,2360.0,Oud-Turnhout,Antwerpen,,,,,"2.0 SCHUURHOVEN r), Oud-Turnhout, Antwerpen, Belgium 2360",51.333,4.985939999999999
,STEENWEG OP MOL,3.0,2360.0,Oud-Turnhout,Antwerpen,,,,,"3.0 STEENWEG OP MOL, Oud-Turnhout, Antwerpen, Belgium 2360",51.3099884,5.0021463
,SPORTLAAN ),5.0,1770.0,Liedekerke,Vlaams-Brabant,,,,,"5.0 SPORTLAAN ), Liedekerke, Vlaams-Brabant, Belgium 1770",50.8640388,4.0789229
,OPPERSTRAAT,21.0,1770.0,Liedekerke,Vlaams-Brabant,,,,,"21.0 OPPERSTRAAT, Liedekerke, Vlaams-Brabant, Belgium 1770",50.8688954,4.0900848
,DE HOOGT,20.0,2360.0,Oud-Turnhout,Antwerpen,,,,,"20.0 DE HOOGT, Oud-Turnhout, Antwerpen, Belgium 2360",51.3244232,4.9775649
,KONING BOUDEWIJNLAAN,80.0,2360.0,Oud-Turnhout,Antwerpen,,,,,"80.0 KONING BOUDEWIJNLAAN, Oud-Turnhout, Antwerpen, Belgium 2360",51.3179397,4.9781724
,STEENWEG OP MOL,157.0,2360.0,Oud-Turnhout,Antwerpen,,,,,"157.0 STEENWEG OP MOL, Oud-Turnhout, Antwerpen, Belgium 2360",51.3099884,5.0021463
,KEIZER KARELSTRAAT,99.0,8000.0,Brugge,West-Vlaanderen,,,,,"99.0 KEIZER KARELSTRAAT, Brugge, West-Vlaanderen, Belgium 8000",51.2139211,3.2129249
,ZANDSTRAAT,138.0,8200.0,Sint-Andries,West-Vlaanderen,,,,,"138.0 ZANDSTRAAT, Sint-Andries, West-Vlaanderen, Belgium 8200",51.199304,3.1735396
,ZANDSTRAAT,284.0,8200.0,Sint-Andries,West-Vlaanderen,,,,,"284.0 ZANDSTRAAT, Sint-Andries, West-Vlaanderen, Belgium 8200",51.199304,3.1735396
,TEMPELHOF ,57.0,8000.0,Brugge,West-Vlaanderen,,,,,"57.0 TEMPELHOF , Brugge, West-Vlaanderen, Belgium 8000",51.2247944,3.2041235
,KEIZER KARELSTRAAT,41.0,8000.0,Brugge,West-Vlaanderen,,,,,"41.0 KEIZER KARELSTRAAT, Brugge, West-Vlaanderen, Belgium 8000",51.2139211,3.2129249
,DRIES ,2.0,8310.0,Assebroek,West-Vlaanderen,,,,,"2.0 DRIES , Assebroek, West-Vlaanderen, Belgium 8310",51.192483,3.2495969
,GERALAAN,49.0,8310.0,Assebroek,West-Vlaanderen,,,,,"49.0 GERALAAN, Assebroek, West-Vlaanderen, Belgium 8310",51.2202086,3.2461765
,ARENDSTRAAT,16.0,8000.0,Brugge,West-Vlaanderen,,,,,"16.0 ARENDSTRAAT, Brugge, West-Vlaanderen, Belgium 8000",51.2430972,3.2454772
,STOKERIJ ,2.0,8380.0,Dudzele,West-Vlaanderen,,,,,"2.0 STOKERIJ , Dudzele, West-Vlaanderen, Belgium 8380",51.2729111,3.2292448
,EVENDIJK OOST ,246.0,8380.0,Dudzele,West-Vlaanderen,,,,,"246.0 EVENDIJK OOST , Dudzele, West-Vlaanderen, Belgium 8380",51.3297784,3.2097579
,ST PAULUSLAAN ,12.0,2390.0,Malle,Antwerpen,,,,,"12.0 ST PAULUSLAAN , Malle, Antwerpen, Belgium 2390",51.2243516,4.4024172
,STEENBEUKSTRAAT ,,3600.0,Genk,Limburg,,,,," STEENBEUKSTRAAT , Genk, Limburg, Belgium 3600",51.0051616,5.5170516
,RUDDERVOORDESTRAAT ,30.0,8750.0,Zwevezele,West-Vlaanderen,,,,,"30.0 RUDDERVOORDESTRAAT , Zwevezele, West-Vlaanderen, Belgium 8750",51.0516656,3.2077917
,ZUIDERLAAN,46.0,8790.0,Waregem,West-Vlaanderen,,,,,"46.0 ZUIDERLAAN, Waregem, West-Vlaanderen, Belgium 8790",50.8850974,3.4368334
,KONING ALBERTSTRAAT ,,8791.0,Beveren,West-Vlaanderen,,,,," KONING ALBERTSTRAAT , Beveren, West-Vlaanderen, Belgium 8791",50.8735027,3.3423489
,EMIEL CLAUSSTRAAT ,12.0,8793.0,Sint-Eloois-Vijve,West-Vlaanderen,,,,,"12.0 EMIEL CLAUSSTRAAT , Sint-Eloois-Vijve, West-Vlaanderen, Belgium 8793",50.9097831,3.4120384
,MIRAKELSTRAAT,75.0,8790.0,Waregem,West-Vlaanderen,,,,,"75.0 MIRAKELSTRAAT, Waregem, West-Vlaanderen, Belgium 8790",50.8695038,3.405622
,KURINGERSTEENWEG,493.0,3511.0,Kuringen,Limburg,,,,,"493.0 KURINGERSTEENWEG, Kuringen, Limburg, Belgium 3511",50.939316,5.3036255
,Crutzenstr.,22.0,3500.0,Hasselt,Limburg,,,,,"22.0 Crutzenstr., Hasselt, Limburg, Belgium 3500",50.94043,5.31187
,POELSWEG ,14.0,3630.0,Maasmechelen,Limburg,,,,,"14.0 POELSWEG , Maasmechelen, Limburg, Belgium 3630",50.9843539,5.7189455
,NEDERZWIJNAARDE ,2.0,9052.0,Zwijnaarde,Oost-Vlaanderen,,,,,"2.0 NEDERZWIJNAARDE , Zwijnaarde, Oost-Vlaanderen, Belgium 9052",51.0063834,3.7214197
,BRAND ,,2470.0,Retie,Antwerpen,,,,," BRAND , Retie, Antwerpen, Belgium 2470",51.275775,5.1190216
,WELLINGTONSTRAAT,15.0,8400.0,Oostende,West-Vlaanderen,,,,,"15.0 WELLINGTONSTRAAT, Oostende, West-Vlaanderen, Belgium 8400",51.225631,2.9060637
Appareil fixe-Vast apparaat,Frank Van Dyckelaan,3.0,9140.0,Temse,Oost-Vlaanderen,Gelijkvloers aan de receptie,Non-Nee,Non-Nee,08:00 - 16:30,"3.0 Frank Van Dyckelaan, Temse, Oost-Vlaanderen, Belgium 9140",51.117899,4.199508
,RIJKSWEG ,148.0,9870.0,MachelenO.-Vl.),Oost-Vlaanderen,,,,,"148.0 RIJKSWEG , MachelenO.-Vl.), Oost-Vlaanderen, Belgium 9870",50.9562557,3.4954147
,COLLEGELAAN ,30.0,3600.0,Genk,Limburg,,,,,"30.0 COLLEGELAAN , Genk, Limburg, Belgium 3600",50.9771298,5.5182413
,KERKSTRAAT ,5.0,2950.0,Kapellen,Antwerpen,,,,,"5.0 KERKSTRAAT , Kapellen, Antwerpen, Belgium 2950",51.3155231,4.4259522
,MARIE CURIESTRAAT,24.0,3920.0,Lommel,Limburg,,,,,"24.0 MARIE CURIESTRAAT, Lommel, Limburg, Belgium 3920",51.2161123,5.2829374
,MEVROUW COURTMANSLAAN ,86.0,9990.0,Maldegem,Oost-Vlaanderen,,,,,"86.0 MEVROUW COURTMANSLAAN , Maldegem, Oost-Vlaanderen, Belgium 9990",51.206752,3.4548807
,BELLESTRAAT,99.0,1790.0,Affligem,Vlaams-Brabant,,,,,"99.0 BELLESTRAAT, Affligem, Vlaams-Brabant, Belgium 1790",50.8925183,4.1258632
,GERAETSSTRAAT,20.0,3500.0,Hasselt,Limburg,,,,,"20.0 GERAETSSTRAAT, Hasselt, Limburg, Belgium 3500",50.931442,5.3312739
,LEONARDO DA VINICILAAN ,1.0,2650.0,Edegem,Antwerpen,,,,,"1.0 LEONARDO DA VINICILAAN , Edegem, Antwerpen, Belgium 2650",51.15298199999999,4.438033799999999
,GENERAAL DEPREZSTRAAT,2.0,8530.0,Harelbeke,West-Vlaanderen,,,,,"2.0 GENERAAL DEPREZSTRAAT, Harelbeke, West-Vlaanderen, Belgium 8530",50.8347369,3.313821
,CANADALAAN ,73.0,8620.0,Nieuwpoort,West-Vlaanderen,,,,,"73.0 CANADALAAN , Nieuwpoort, West-Vlaanderen, Belgium 8620",51.1287554,2.743763
,Heide ,9.0,1780.0,Wemmel,Vlaams-Brabant,,,,,"9.0 Heide , Wemmel, Vlaams-Brabant, Belgium 1780",50.8973361,4.317533
,LELIESTRAAT ,1.0,9472.0,Iddergem,Oost-Vlaanderen,,,,,"1.0 LELIESTRAAT , Iddergem, Oost-Vlaanderen, Belgium 9472",50.8743876,4.0455825
,WELLEPLEIN ,3.0,9473.0,Welle,Oost-Vlaanderen,,,,,"3.0 WELLEPLEIN , Welle, Oost-Vlaanderen, Belgium 9473",50.9012483,4.0457669
,TEN KOUTER ,20.0,9470.0,Denderleeuw,Oost-Vlaanderen,,,,,"20.0 TEN KOUTER , Denderleeuw, Oost-Vlaanderen, Belgium 9470",50.8931863,4.0636538
,GRAMMEL ,85.0,2310.0,Rijkevorsel,Antwerpen,,,,,"85.0 GRAMMEL , Rijkevorsel, Antwerpen, Belgium 2310",51.3550139,4.7706425
,KLEIN ZUIDLAND ,9.0,2030.0,Antwerpen,Antwerpen,,,,,"9.0 KLEIN ZUIDLAND , Antwerpen, Antwerpen, Belgium 2030",51.2722981,4.372964
,NOORDERLAAN ,121.0,2030.0,Antwerpen,Antwerpen,,,,,"121.0 NOORDERLAAN , Antwerpen, Antwerpen, Belgium 2030",51.2697864,4.3766281
,MOERSTRAAT ,3.0,2040.0,Antwerpen,Antwerpen,,,,,"3.0 MOERSTRAAT , Antwerpen, Antwerpen, Belgium 2040",51.3023876,4.3403494
,MALAGASTRAAT,14.0,2030.0,Antwerpen,Antwerpen,,,,,"14.0 MALAGASTRAAT, Antwerpen, Antwerpen, Belgium 2030",51.2619011,4.4036996
,NOORDERLAAN ,614.0,2030.0,Antwerpen,Antwerpen,,,,,"614.0 NOORDERLAAN , Antwerpen, Antwerpen, Belgium 2030",51.2697864,4.3766281
,BINNENSINGEL ,44.0,3920.0,Lommel,Limburg,,,,,"44.0 BINNENSINGEL , Lommel, Limburg, Belgium 3920",51.222319,5.3145989
,BINNENSINGEL,44.0,3920.0,Lommel,Limburg,,,,,"44.0 BINNENSINGEL, Lommel, Limburg, Belgium 3920",51.222319,5.3145989
,OOIGEMSTRAAT ,3.0,8710.0,Wielsbeke,West-Vlaanderen,,Y,,,"3.0 OOIGEMSTRAAT , Wielsbeke, West-Vlaanderen, Belgium 8710",50.9018297,3.3588359
,RAGHENOPLEIN ,21.0,2800.0,Mechelen,Antwerpen,,,,,"21.0 RAGHENOPLEIN , Mechelen, Antwerpen, Belgium 2800",51.0220115,4.4864902
,RUE ACHOUFFE ,32.0,6660.0,Houffalize,Luxembourg,,,,,"32.0 RUE ACHOUFFE , Houffalize, Luxembourg, Belgium 6660",50.1488918,5.7450507
,RUE HENRI DEBAVAY ,25.0,7700.0,Mouscron,Hainaut,,,,,"25.0 RUE HENRI DEBAVAY , Mouscron, Hainaut, Belgium 7700",50.7410982,3.2231547
,RUE DE LA SAUVENIERE,,4900.0,Spa,Liège,,,,," RUE DE LA SAUVENIERE, Spa, Liège, Belgium 4900",50.4852482,5.8884826
,PONT DE CHENEUX,,4970.0,Stavelot,Liège,,,,," PONT DE CHENEUX, Stavelot, Liège, Belgium 4970",50.4049332,5.9501021
,ZONE INDUSTRIELLE C,,7181.0,Feluy,Hainaut,,,,," ZONE INDUSTRIELLE C, Feluy, Hainaut, Belgium 7181",50.562207,4.250265
